treated,trump_approval,video_id,vote_pres_2020,vote_pres_2024,democratic_party_fav,republican_party_fav,trump_fav,biden_fav,text,maxdiff_mean,sample_size,partisanship,persuadability_score
1,0,3.0,Republican Donald Trump,Republican Donald Trump,Somewhat unfavorable,Somewhat favorable,Very Unfavorable,Very Unfavorable,"Donald Trump's proposed budget cuts to welfare programs would force over 1 million struggling families to lose money they need for basic things like rent, utilities, and clothes for their kids.",0.722363432409377,967.0,Republican,0.4861192549404225
1,0,3.0,Democrat Joe Biden,Democrat Kamala Harris,Somewhat unfavorable,Very unfavorable,Very Unfavorable,Somewhat Unfavorable,"Donald Trump's proposed budget cuts to welfare programs would force over 1 million struggling families to lose money they need for basic things like rent, utilities, and clothes for their kids.",0.722363432409377,967.0,Independent,0.9853887815584967
1,0,3.0,Democrat Joe Biden,Democrat Kamala Harris,Somewhat favorable,Very unfavorable,Very Unfavorable,Somewhat Favorable,"Donald Trump's proposed budget cuts to welfare programs would force over 1 million struggling families to lose money they need for basic things like rent, utilities, and clothes for their kids.",0.722363432409377,967.0,Democrat,0.2544657487901665
1,1,3.0,other_did_not_vote,Republican Donald Trump,Somewhat favorable,Very favorable,Very Favorable,Very Unfavorable,"Donald Trump's proposed budget cuts to welfare programs would force over 1 million struggling families to lose money they need for basic things like rent, utilities, and clothes for their kids.",0.722363432409377,967.0,Republican,0.22010853824398025
1,0,3.0,Republican Donald Trump,Republican Donald Trump,Somewhat unfavorable,Somewhat favorable,Somewhat Favorable,Very Unfavorable,"Donald Trump's proposed budget cuts to welfare programs would force over 1 million struggling families to lose money they need for basic things like rent, utilities, and clothes for their kids.",0.722363432409377,967.0,Independent,0.5702690707558196
1,0,3.0,Democrat Joe Biden,other_did_not_vote,Somewhat favorable,Very unfavorable,Very Unfavorable,Somewhat Favorable,"Donald Trump's proposed budget cuts to welfare programs would force over 1 million struggling families to lose money they need for basic things like rent, utilities, and clothes for their kids.",0.722363432409377,967.0,Democrat,0.7809361781815465
1,0,3.0,other_did_not_vote,other_did_not_vote,Somewhat favorable,Somewhat favorable,Very Unfavorable,Somewhat Favorable,"Donald Trump's proposed budget cuts to welfare programs would force over 1 million struggling families to lose money they need for basic things like rent, utilities, and clothes for their kids.",0.722363432409377,967.0,Democrat,0.013903713426697162
1,0,3.0,Republican Donald Trump,Republican Donald Trump,Somewhat unfavorable,Somewhat unfavorable,Very Unfavorable,Very Unfavorable,"Donald Trump's proposed budget cuts to welfare programs would force over 1 million struggling families to lose money they need for basic things like rent, utilities, and clothes for their kids.",0.722363432409377,967.0,Republican,0.18456877555481577
1,0,3.0,other_did_not_vote,other_did_not_vote,Very favorable,Somewhat unfavorable,Somewhat Unfavorable,Very Unfavorable,"Donald Trump's proposed budget cuts to welfare programs would force over 1 million struggling families to lose money they need for basic things like rent, utilities, and clothes for their kids.",0.722363432409377,967.0,Democrat,0.1203736481998644
1,0,3.0,other_did_not_vote,other_did_not_vote,Somewhat favorable,Somewhat unfavorable,Very Unfavorable,Somewhat Unfavorable,"Donald Trump's proposed budget cuts to welfare programs would force over 1 million struggling families to lose money they need for basic things like rent, utilities, and clothes for their kids.",0.722363432409377,967.0,Democrat,0.8652702132045786
1,0,3.0,Democrat Joe Biden,Democrat Kamala Harris,Somewhat unfavorable,Very unfavorable,Very Unfavorable,Very Favorable,"Donald Trump's proposed budget cuts to welfare programs would force over 1 million struggling families to lose money they need for basic things like rent, utilities, and clothes for their kids.",0.722363432409377,967.0,Independent,0.23134495937697142
1,0,3.0,Democrat Joe Biden,Democrat Kamala Harris,Somewhat favorable,Somewhat unfavorable,Very Unfavorable,Somewhat Favorable,"Donald Trump's proposed budget cuts to welfare programs would force over 1 million struggling families to lose money they need for basic things like rent, utilities, and clothes for their kids.",0.722363432409377,967.0,Independent,0.8982838778195368
1,1,3.0,Republican Donald Trump,Republican Donald Trump,Very unfavorable,Very favorable,Very Favorable,Very Unfavorable,"Donald Trump's proposed budget cuts to welfare programs would force over 1 million struggling families to lose money they need for basic things like rent, utilities, and clothes for their kids.",0.722363432409377,967.0,Independent,0.011060619118902215
1,0,3.0,Democrat Joe Biden,Democrat Kamala Harris,Very favorable,Very unfavorable,Very Unfavorable,Very Favorable,"Donald Trump's proposed budget cuts to welfare programs would force over 1 million struggling families to lose money they need for basic things like rent, utilities, and clothes for their kids.",0.722363432409377,967.0,Democrat,0.3886266672261163
1,0,3.0,Democrat Joe Biden,Democrat Kamala Harris,Very favorable,Very unfavorable,Very Unfavorable,Very Favorable,"Donald Trump's proposed budget cuts to welfare programs would force over 1 million struggling families to lose money they need for basic things like rent, utilities, and clothes for their kids.",0.722363432409377,967.0,Democrat,0.7661524748896875
1,0,3.0,Democrat Joe Biden,Democrat Kamala Harris,Very unfavorable,Very unfavorable,Very Unfavorable,Very Unfavorable,"Donald Trump's proposed budget cuts to welfare programs would force over 1 million struggling families to lose money they need for basic things like rent, utilities, and clothes for their kids.",0.722363432409377,967.0,Independent,0.5720238770067687
1,0,3.0,other_did_not_vote,other_did_not_vote,Very favorable,Very unfavorable,Somewhat Unfavorable,Very Favorable,"Donald Trump's proposed budget cuts to welfare programs would force over 1 million struggling families to lose money they need for basic things like rent, utilities, and clothes for their kids.",0.722363432409377,967.0,Democrat,0.8826138059551683
1,1,3.0,Republican Donald Trump,Republican Donald Trump,Very unfavorable,Somewhat favorable,Very Favorable,Very Unfavorable,"Donald Trump's proposed budget cuts to welfare programs would force over 1 million struggling families to lose money they need for basic things like rent, utilities, and clothes for their kids.",0.722363432409377,967.0,Independent,0.8718079963737085
1,0,4.0,Democrat Joe Biden,Democrat Kamala Harris,Somewhat favorable,Very unfavorable,Very Unfavorable,Somewhat Favorable,"While families struggle with rising prices, Donald Trump's policies give $4.5 trillion in tax cuts to the rich and big corporations - paid for by cutting food assistance and healthcare that working families need.",0.729406105451259,943.0,Democrat,0.06856404853596965
1,1,4.0,Republican Donald Trump,Republican Donald Trump,Very unfavorable,Somewhat favorable,Somewhat Favorable,Very Unfavorable,"While families struggle with rising prices, Donald Trump's policies give $4.5 trillion in tax cuts to the rich and big corporations - paid for by cutting food assistance and healthcare that working families need.",0.729406105451259,943.0,Republican,0.23549999658557919
1,0,4.0,other_did_not_vote,other_did_not_vote,Somewhat unfavorable,Somewhat favorable,Somewhat Unfavorable,Very Unfavorable,"While families struggle with rising prices, Donald Trump's policies give $4.5 trillion in tax cuts to the rich and big corporations - paid for by cutting food assistance and healthcare that working families need.",0.729406105451259,943.0,Independent,0.765530244353321
1,0,4.0,Democrat Joe Biden,Democrat Kamala Harris,Somewhat favorable,Very unfavorable,Very Unfavorable,Very Favorable,"While families struggle with rising prices, Donald Trump's policies give $4.5 trillion in tax cuts to the rich and big corporations - paid for by cutting food assistance and healthcare that working families need.",0.729406105451259,943.0,Democrat,0.2019036988211269
1,0,4.0,other_did_not_vote,other_did_not_vote,Very unfavorable,Very unfavorable,Very Unfavorable,Very Unfavorable,"While families struggle with rising prices, Donald Trump's policies give $4.5 trillion in tax cuts to the rich and big corporations - paid for by cutting food assistance and healthcare that working families need.",0.729406105451259,943.0,Democrat,0.14731572743633115
1,0,4.0,other_did_not_vote,Democrat Kamala Harris,Very favorable,Somewhat unfavorable,Somewhat Unfavorable,Somewhat Favorable,"While families struggle with rising prices, Donald Trump's policies give $4.5 trillion in tax cuts to the rich and big corporations - paid for by cutting food assistance and healthcare that working families need.",0.729406105451259,943.0,Democrat,0.7932311844740679
1,0,4.0,Democrat Joe Biden,Democrat Kamala Harris,Somewhat favorable,Very unfavorable,Very Unfavorable,Somewhat Favorable,"While families struggle with rising prices, Donald Trump's policies give $4.5 trillion in tax cuts to the rich and big corporations - paid for by cutting food assistance and healthcare that working families need.",0.729406105451259,943.0,Democrat,0.4742008569802004
1,1,4.0,Republican Donald Trump,Republican Donald Trump,Very unfavorable,Very favorable,Very Favorable,Very Unfavorable,"While families struggle with rising prices, Donald Trump's policies give $4.5 trillion in tax cuts to the rich and big corporations - paid for by cutting food assistance and healthcare that working families need.",0.729406105451259,943.0,Republican,0.7636835594436577
1,1,4.0,Republican Donald Trump,Republican Donald Trump,Very unfavorable,Somewhat favorable,Somewhat Favorable,Very Unfavorable,"While families struggle with rising prices, Donald Trump's policies give $4.5 trillion in tax cuts to the rich and big corporations - paid for by cutting food assistance and healthcare that working families need.",0.729406105451259,943.0,Republican,0.2981262747051775
1,0,4.0,Democrat Joe Biden,Democrat Kamala Harris,Somewhat favorable,Very unfavorable,Very Unfavorable,Very Favorable,"While families struggle with rising prices, Donald Trump's policies give $4.5 trillion in tax cuts to the rich and big corporations - paid for by cutting food assistance and healthcare that working families need.",0.729406105451259,943.0,Democrat,0.7064755876682681
1,0,4.0,Democrat Joe Biden,other_did_not_vote,Very favorable,Very unfavorable,Very Unfavorable,Somewhat Favorable,"While families struggle with rising prices, Donald Trump's policies give $4.5 trillion in tax cuts to the rich and big corporations - paid for by cutting food assistance and healthcare that working families need.",0.729406105451259,943.0,Democrat,0.032975548303053714
1,1,4.0,Republican Donald Trump,Republican Donald Trump,Very unfavorable,Somewhat unfavorable,Somewhat Favorable,Very Unfavorable,"While families struggle with rising prices, Donald Trump's policies give $4.5 trillion in tax cuts to the rich and big corporations - paid for by cutting food assistance and healthcare that working families need.",0.729406105451259,943.0,Republican,0.5498323735991786
1,0,4.0,Democrat Joe Biden,Democrat Kamala Harris,Very favorable,Very unfavorable,Very Unfavorable,Very Favorable,"While families struggle with rising prices, Donald Trump's policies give $4.5 trillion in tax cuts to the rich and big corporations - paid for by cutting food assistance and healthcare that working families need.",0.729406105451259,943.0,Democrat,0.7625879395451953
1,1,4.0,other_did_not_vote,other_did_not_vote,Somewhat unfavorable,Very favorable,Very Favorable,Very Unfavorable,"While families struggle with rising prices, Donald Trump's policies give $4.5 trillion in tax cuts to the rich and big corporations - paid for by cutting food assistance and healthcare that working families need.",0.729406105451259,943.0,Republican,0.5999003151650187
1,0,4.0,Democrat Joe Biden,Democrat Kamala Harris,Somewhat favorable,Very unfavorable,Very Unfavorable,Very Favorable,"While families struggle with rising prices, Donald Trump's policies give $4.5 trillion in tax cuts to the rich and big corporations - paid for by cutting food assistance and healthcare that working families need.",0.729406105451259,943.0,Democrat,0.9985727078603496
1,0,4.0,Democrat Joe Biden,Democrat Kamala Harris,Somewhat favorable,Very unfavorable,Very Unfavorable,Somewhat Favorable,"While families struggle with rising prices, Donald Trump's policies give $4.5 trillion in tax cuts to the rich and big corporations - paid for by cutting food assistance and healthcare that working families need.",0.729406105451259,943.0,Independent,0.4859033762959113
1,1,4.0,Republican Donald Trump,Republican Donald Trump,Very unfavorable,Very favorable,Very Favorable,Very Unfavorable,"While families struggle with rising prices, Donald Trump's policies give $4.5 trillion in tax cuts to the rich and big corporations - paid for by cutting food assistance and healthcare that working families need.",0.729406105451259,943.0,Republican,0.11601258842106155
1,0,4.0,Democrat Joe Biden,Democrat Kamala Harris,Somewhat favorable,Somewhat unfavorable,Somewhat Unfavorable,Somewhat Favorable,"While families struggle with rising prices, Donald Trump's policies give $4.5 trillion in tax cuts to the rich and big corporations - paid for by cutting food assistance and healthcare that working families need.",0.729406105451259,943.0,Independent,0.05978297549301048
1,0,4.0,other_did_not_vote,other_did_not_vote,Somewhat favorable,Somewhat unfavorable,Very Unfavorable,Very Unfavorable,"While families struggle with rising prices, Donald Trump's policies give $4.5 trillion in tax cuts to the rich and big corporations - paid for by cutting food assistance and healthcare that working families need.",0.729406105451259,943.0,Independent,0.25078318545567124
1,1,4.0,Republican Donald Trump,Republican Donald Trump,Very unfavorable,Somewhat favorable,Very Favorable,Very Unfavorable,"While families struggle with rising prices, Donald Trump's policies give $4.5 trillion in tax cuts to the rich and big corporations - paid for by cutting food assistance and healthcare that working families need.",0.729406105451259,943.0,Republican,0.9191309904409677
1,0,4.0,other_did_not_vote,Democrat Kamala Harris,Somewhat favorable,Very unfavorable,Very Unfavorable,Somewhat Favorable,"While families struggle with rising prices, Donald Trump's policies give $4.5 trillion in tax cuts to the rich and big corporations - paid for by cutting food assistance and healthcare that working families need.",0.729406105451259,943.0,Democrat,0.6849474377726328
1,0,4.0,other_did_not_vote,other_did_not_vote,Never heard of/Not sure,Never heard of/Not sure,Somewhat Unfavorable,Somewhat Favorable,"While families struggle with rising prices, Donald Trump's policies give $4.5 trillion in tax cuts to the rich and big corporations - paid for by cutting food assistance and healthcare that working families need.",0.729406105451259,943.0,Independent,0.2634085691697261
1,0,4.0,Democrat Joe Biden,Democrat Kamala Harris,Very favorable,Very unfavorable,Not sure/Never Heard of,Very Favorable,"While families struggle with rising prices, Donald Trump's policies give $4.5 trillion in tax cuts to the rich and big corporations - paid for by cutting food assistance and healthcare that working families need.",0.729406105451259,943.0,Democrat,0.31449628798621165
1,0,4.0,Democrat Joe Biden,Democrat Kamala Harris,Somewhat favorable,Very unfavorable,Very Unfavorable,Somewhat Favorable,"While families struggle with rising prices, Donald Trump's policies give $4.5 trillion in tax cuts to the rich and big corporations - paid for by cutting food assistance and healthcare that working families need.",0.729406105451259,943.0,Democrat,0.7576180390986101
1,0,4.0,Democrat Joe Biden,Democrat Kamala Harris,Very favorable,Very unfavorable,Very Unfavorable,Somewhat Favorable,"While families struggle with rising prices, Donald Trump's policies give $4.5 trillion in tax cuts to the rich and big corporations - paid for by cutting food assistance and healthcare that working families need.",0.729406105451259,943.0,Democrat,0.2626715354720903
1,0,4.0,Democrat Joe Biden,Republican Donald Trump,Very unfavorable,Very unfavorable,Very Unfavorable,Very Unfavorable,"While families struggle with rising prices, Donald Trump's policies give $4.5 trillion in tax cuts to the rich and big corporations - paid for by cutting food assistance and healthcare that working families need.",0.729406105451259,943.0,Republican,0.1490052025457732
1,1,4.0,Republican Donald Trump,Republican Donald Trump,Very unfavorable,Very favorable,Very Favorable,Very Unfavorable,"While families struggle with rising prices, Donald Trump's policies give $4.5 trillion in tax cuts to the rich and big corporations - paid for by cutting food assistance and healthcare that working families need.",0.729406105451259,943.0,Republican,0.2974365966226594
1,0,4.0,Democrat Joe Biden,Democrat Kamala Harris,Very favorable,Very unfavorable,Very Unfavorable,Very Favorable,"While families struggle with rising prices, Donald Trump's policies give $4.5 trillion in tax cuts to the rich and big corporations - paid for by cutting food assistance and healthcare that working families need.",0.729406105451259,943.0,Democrat,0.19638153610699882
1,1,4.0,Republican Donald Trump,Republican Donald Trump,Very unfavorable,Very favorable,Very Favorable,Very Unfavorable,"While families struggle with rising prices, Donald Trump's policies give $4.5 trillion in tax cuts to the rich and big corporations - paid for by cutting food assistance and healthcare that working families need.",0.729406105451259,943.0,Republican,0.9981490653196854
1,0,4.0,Democrat Joe Biden,Democrat Kamala Harris,Somewhat favorable,Very unfavorable,Very Unfavorable,Somewhat Favorable,"While families struggle with rising prices, Donald Trump's policies give $4.5 trillion in tax cuts to the rich and big corporations - paid for by cutting food assistance and healthcare that working families need.",0.729406105451259,943.0,Democrat,0.3633548571024464
1,0,4.0,other_did_not_vote,other_did_not_vote,Somewhat unfavorable,Very unfavorable,Very Unfavorable,Very Unfavorable,"While families struggle with rising prices, Donald Trump's policies give $4.5 trillion in tax cuts to the rich and big corporations - paid for by cutting food assistance and healthcare that working families need.",0.729406105451259,943.0,Independent,0.2677837431390616
1,0,4.0,Democrat Joe Biden,Republican Donald Trump,Very unfavorable,Somewhat favorable,Somewhat Unfavorable,Very Unfavorable,"While families struggle with rising prices, Donald Trump's policies give $4.5 trillion in tax cuts to the rich and big corporations - paid for by cutting food assistance and healthcare that working families need.",0.729406105451259,943.0,Republican,0.45622972877653156
1,0,4.0,Democrat Joe Biden,Democrat Kamala Harris,Somewhat favorable,Very unfavorable,Very Unfavorable,Somewhat Favorable,"While families struggle with rising prices, Donald Trump's policies give $4.5 trillion in tax cuts to the rich and big corporations - paid for by cutting food assistance and healthcare that working families need.",0.729406105451259,943.0,Democrat,0.035450088275252645
1,0,4.0,Democrat Joe Biden,Democrat Kamala Harris,Somewhat favorable,Very unfavorable,Very Unfavorable,Very Favorable,"While families struggle with rising prices, Donald Trump's policies give $4.5 trillion in tax cuts to the rich and big corporations - paid for by cutting food assistance and healthcare that working families need.",0.729406105451259,943.0,Democrat,0.2582351540868577
1,0,4.0,Democrat Joe Biden,Democrat Kamala Harris,Somewhat favorable,Very unfavorable,Very Unfavorable,Somewhat Favorable,"While families struggle with rising prices, Donald Trump's policies give $4.5 trillion in tax cuts to the rich and big corporations - paid for by cutting food assistance and healthcare that working families need.",0.729406105451259,943.0,Democrat,0.7812965401123072
1,1,4.0,Republican Donald Trump,Republican Donald Trump,Very unfavorable,Very favorable,Very Favorable,Very Unfavorable,"While families struggle with rising prices, Donald Trump's policies give $4.5 trillion in tax cuts to the rich and big corporations - paid for by cutting food assistance and healthcare that working families need.",0.729406105451259,943.0,Republican,0.28858059773642164
1,0,54.0,other_did_not_vote,other_did_not_vote,Somewhat unfavorable,Somewhat unfavorable,Very Unfavorable,Somewhat Unfavorable,"Donald Trump's budget cuts would take away healthcare coverage from over 400,000 veterans who rely on Medicaid, leaving them without the medical care they earned serving our country.",0.731314918240329,1028.0,Independent,0.6448140268861086
1,0,54.0,Democrat Joe Biden,Democrat Kamala Harris,Somewhat favorable,Somewhat favorable,Very Unfavorable,Somewhat Favorable,"Donald Trump's budget cuts would take away healthcare coverage from over 400,000 veterans who rely on Medicaid, leaving them without the medical care they earned serving our country.",0.731314918240329,1028.0,Independent,0.580493027935686
1,0,54.0,Republican Donald Trump,Democrat Kamala Harris,Very unfavorable,Very unfavorable,Very Unfavorable,Somewhat Favorable,"Donald Trump's budget cuts would take away healthcare coverage from over 400,000 veterans who rely on Medicaid, leaving them without the medical care they earned serving our country.",0.731314918240329,1028.0,Independent,0.12825511300122994
1,0,54.0,other_did_not_vote,other_did_not_vote,Never heard of/Not sure,Somewhat unfavorable,Very Unfavorable,Not sure/Never Heard of,"Donald Trump's budget cuts would take away healthcare coverage from over 400,000 veterans who rely on Medicaid, leaving them without the medical care they earned serving our country.",0.731314918240329,1028.0,Independent,0.22708109779075136
1,0,54.0,Republican Donald Trump,Republican Donald Trump,Very unfavorable,Somewhat favorable,Very Favorable,Very Unfavorable,"Donald Trump's budget cuts would take away healthcare coverage from over 400,000 veterans who rely on Medicaid, leaving them without the medical care they earned serving our country.",0.731314918240329,1028.0,Independent,0.22607756110820887
1,0,54.0,Democrat Joe Biden,Democrat Kamala Harris,Very favorable,Very unfavorable,Very Unfavorable,Somewhat Favorable,"Donald Trump's budget cuts would take away healthcare coverage from over 400,000 veterans who rely on Medicaid, leaving them without the medical care they earned serving our country.",0.731314918240329,1028.0,Democrat,0.326686255971672
1,0,54.0,other_did_not_vote,other_did_not_vote,Somewhat favorable,Somewhat unfavorable,Somewhat Favorable,Somewhat Favorable,"Donald Trump's budget cuts would take away healthcare coverage from over 400,000 veterans who rely on Medicaid, leaving them without the medical care they earned serving our country.",0.731314918240329,1028.0,Independent,0.09132897371077697
1,0,54.0,Democrat Joe Biden,Democrat Kamala Harris,Somewhat favorable,Very unfavorable,Very Unfavorable,Somewhat Favorable,"Donald Trump's budget cuts would take away healthcare coverage from over 400,000 veterans who rely on Medicaid, leaving them without the medical care they earned serving our country.",0.731314918240329,1028.0,Democrat,0.4318586705654618
1,0,54.0,Democrat Joe Biden,Democrat Kamala Harris,Very favorable,Somewhat unfavorable,Somewhat Unfavorable,Very Favorable,"Donald Trump's budget cuts would take away healthcare coverage from over 400,000 veterans who rely on Medicaid, leaving them without the medical care they earned serving our country.",0.731314918240329,1028.0,Democrat,0.012601438564688539
1,1,54.0,other_did_not_vote,Republican Donald Trump,Very unfavorable,Very favorable,Very Favorable,Very Unfavorable,"Donald Trump's budget cuts would take away healthcare coverage from over 400,000 veterans who rely on Medicaid, leaving them without the medical care they earned serving our country.",0.731314918240329,1028.0,Republican,0.6492223289327202
1,0,54.0,Democrat Joe Biden,Democrat Kamala Harris,Somewhat unfavorable,Somewhat unfavorable,Very Unfavorable,Somewhat Favorable,"Donald Trump's budget cuts would take away healthcare coverage from over 400,000 veterans who rely on Medicaid, leaving them without the medical care they earned serving our country.",0.731314918240329,1028.0,Democrat,0.11695096735063681
1,0,54.0,Democrat Joe Biden,Democrat Kamala Harris,Somewhat unfavorable,Somewhat unfavorable,Very Unfavorable,Somewhat Unfavorable,"Donald Trump's budget cuts would take away healthcare coverage from over 400,000 veterans who rely on Medicaid, leaving them without the medical care they earned serving our country.",0.731314918240329,1028.0,Independent,0.6897494224797103
1,0,54.0,Democrat Joe Biden,Democrat Kamala Harris,Very favorable,Very unfavorable,Very Unfavorable,Very Favorable,"Donald Trump's budget cuts would take away healthcare coverage from over 400,000 veterans who rely on Medicaid, leaving them without the medical care they earned serving our country.",0.731314918240329,1028.0,Democrat,0.9281951353811007
1,1,54.0,other_did_not_vote,other_did_not_vote,Somewhat unfavorable,Somewhat favorable,Somewhat Favorable,Very Unfavorable,"Donald Trump's budget cuts would take away healthcare coverage from over 400,000 veterans who rely on Medicaid, leaving them without the medical care they earned serving our country.",0.731314918240329,1028.0,Independent,0.04953271718302943
1,0,54.0,Democrat Joe Biden,Democrat Kamala Harris,Very favorable,Very unfavorable,Very Unfavorable,Very Favorable,"Donald Trump's budget cuts would take away healthcare coverage from over 400,000 veterans who rely on Medicaid, leaving them without the medical care they earned serving our country.",0.731314918240329,1028.0,Democrat,0.7965224929328933
1,1,54.0,Republican Donald Trump,Republican Donald Trump,Very unfavorable,Somewhat favorable,Very Favorable,Very Unfavorable,"Donald Trump's budget cuts would take away healthcare coverage from over 400,000 veterans who rely on Medicaid, leaving them without the medical care they earned serving our country.",0.731314918240329,1028.0,Republican,0.5668849447104279
1,1,54.0,Republican Donald Trump,Republican Donald Trump,Very unfavorable,Very favorable,Very Favorable,Very Unfavorable,"Donald Trump's budget cuts would take away healthcare coverage from over 400,000 veterans who rely on Medicaid, leaving them without the medical care they earned serving our country.",0.731314918240329,1028.0,Republican,0.4857167078758756
1,0,54.0,Democrat Joe Biden,Republican Donald Trump,Somewhat favorable,Somewhat favorable,Somewhat Favorable,Very Unfavorable,"Donald Trump's budget cuts would take away healthcare coverage from over 400,000 veterans who rely on Medicaid, leaving them without the medical care they earned serving our country.",0.731314918240329,1028.0,Democrat,0.4665082508244325
1,0,54.0,Democrat Joe Biden,Democrat Kamala Harris,Very favorable,Very unfavorable,Very Unfavorable,Somewhat Favorable,"Donald Trump's budget cuts would take away healthcare coverage from over 400,000 veterans who rely on Medicaid, leaving them without the medical care they earned serving our country.",0.731314918240329,1028.0,Democrat,0.655988507974177
1,0,54.0,Democrat Joe Biden,Democrat Kamala Harris,Somewhat favorable,Very unfavorable,Very Unfavorable,Somewhat Favorable,"Donald Trump's budget cuts would take away healthcare coverage from over 400,000 veterans who rely on Medicaid, leaving them without the medical care they earned serving our country.",0.731314918240329,1028.0,Independent,0.2769823083047469
1,1,54.0,Republican Donald Trump,Republican Donald Trump,Very unfavorable,Very favorable,Very Favorable,Very Unfavorable,"Donald Trump's budget cuts would take away healthcare coverage from over 400,000 veterans who rely on Medicaid, leaving them without the medical care they earned serving our country.",0.731314918240329,1028.0,Republican,0.6511731324809844
1,0,54.0,Democrat Joe Biden,Democrat Kamala Harris,Somewhat unfavorable,Very unfavorable,Very Unfavorable,Somewhat Unfavorable,"Donald Trump's budget cuts would take away healthcare coverage from over 400,000 veterans who rely on Medicaid, leaving them without the medical care they earned serving our country.",0.731314918240329,1028.0,Democrat,0.6001650276822564
1,0,54.0,other_did_not_vote,Democrat Kamala Harris,Somewhat unfavorable,Very unfavorable,Very Unfavorable,Somewhat Favorable,"Donald Trump's budget cuts would take away healthcare coverage from over 400,000 veterans who rely on Medicaid, leaving them without the medical care they earned serving our country.",0.731314918240329,1028.0,Independent,0.93372571242513
1,1,54.0,Republican Donald Trump,Republican Donald Trump,Very unfavorable,Very favorable,Very Favorable,Very Unfavorable,"Donald Trump's budget cuts would take away healthcare coverage from over 400,000 veterans who rely on Medicaid, leaving them without the medical care they earned serving our country.",0.731314918240329,1028.0,Republican,0.7594712988976997
1,0,54.0,Democrat Joe Biden,Democrat Kamala Harris,Somewhat unfavorable,Very unfavorable,Not sure/Never Heard of,Somewhat Favorable,"Donald Trump's budget cuts would take away healthcare coverage from over 400,000 veterans who rely on Medicaid, leaving them without the medical care they earned serving our country.",0.731314918240329,1028.0,Independent,0.6088082645086813
1,0,54.0,Democrat Joe Biden,Democrat Kamala Harris,Very favorable,Very unfavorable,Very Unfavorable,Somewhat Favorable,"Donald Trump's budget cuts would take away healthcare coverage from over 400,000 veterans who rely on Medicaid, leaving them without the medical care they earned serving our country.",0.731314918240329,1028.0,Democrat,0.02825749499165664
1,1,54.0,Republican Donald Trump,Republican Donald Trump,Very unfavorable,Very favorable,Very Favorable,Very Unfavorable,"Donald Trump's budget cuts would take away healthcare coverage from over 400,000 veterans who rely on Medicaid, leaving them without the medical care they earned serving our country.",0.731314918240329,1028.0,Republican,0.8527740170298349
1,1,54.0,other_did_not_vote,other_did_not_vote,Somewhat favorable,Somewhat favorable,Somewhat Favorable,Very Unfavorable,"Donald Trump's budget cuts would take away healthcare coverage from over 400,000 veterans who rely on Medicaid, leaving them without the medical care they earned serving our country.",0.731314918240329,1028.0,Independent,0.33187221616296836
1,1,54.0,Republican Donald Trump,Republican Donald Trump,Very unfavorable,Somewhat favorable,Very Favorable,Very Unfavorable,"Donald Trump's budget cuts would take away healthcare coverage from over 400,000 veterans who rely on Medicaid, leaving them without the medical care they earned serving our country.",0.731314918240329,1028.0,Independent,0.17407062520182637
1,1,54.0,other_did_not_vote,other_did_not_vote,Very unfavorable,Somewhat favorable,Very Favorable,Very Unfavorable,"Donald Trump's budget cuts would take away healthcare coverage from over 400,000 veterans who rely on Medicaid, leaving them without the medical care they earned serving our country.",0.731314918240329,1028.0,Republican,0.4707499585048407
1,0,54.0,Democrat Joe Biden,Democrat Kamala Harris,Somewhat favorable,Very unfavorable,Very Unfavorable,Somewhat Favorable,"Donald Trump's budget cuts would take away healthcare coverage from over 400,000 veterans who rely on Medicaid, leaving them without the medical care they earned serving our country.",0.731314918240329,1028.0,Democrat,0.3710216789564511
1,0,54.0,Democrat Joe Biden,Democrat Kamala Harris,Somewhat favorable,Somewhat favorable,Very Unfavorable,Somewhat Favorable,"Donald Trump's budget cuts would take away healthcare coverage from over 400,000 veterans who rely on Medicaid, leaving them without the medical care they earned serving our country.",0.731314918240329,1028.0,Independent,0.7495383570279684
1,1,54.0,other_did_not_vote,Republican Donald Trump,Very unfavorable,Somewhat favorable,Somewhat Favorable,Very Unfavorable,"Donald Trump's budget cuts would take away healthcare coverage from over 400,000 veterans who rely on Medicaid, leaving them without the medical care they earned serving our country.",0.731314918240329,1028.0,Republican,0.6415741368133261
1,0,28.0,Democrat Joe Biden,Democrat Kamala Harris,Very favorable,Very unfavorable,Very Unfavorable,Very Favorable,"The Donald Trump administration gave massive tax breaks to big corporations and billionaires, but made regular Americans pay more by cutting Medicare, Medicaid and other programs families depend on.",0.748381805398991,1091.0,Democrat,0.7203530180811384
1,1,28.0,Republican Donald Trump,Republican Donald Trump,Very unfavorable,Somewhat favorable,Very Favorable,Very Unfavorable,"The Donald Trump administration gave massive tax breaks to big corporations and billionaires, but made regular Americans pay more by cutting Medicare, Medicaid and other programs families depend on.",0.748381805398991,1091.0,Republican,0.9503778698976982
1,1,28.0,Republican Donald Trump,Republican Donald Trump,Very unfavorable,Very favorable,Very Favorable,Very Unfavorable,"The Donald Trump administration gave massive tax breaks to big corporations and billionaires, but made regular Americans pay more by cutting Medicare, Medicaid and other programs families depend on.",0.748381805398991,1091.0,Republican,0.509455396540447
